"Year","EEZ","EZnm","EEZ.alt","Partgrp","Grp","Flag","Days","ALBc","BETc","YFTc"
2015,"TV","Tuvalu","TV","Tuvalu","FFA","CN",206.674,148.327,15.94,84.01
2015,"TV","Tuvalu","TV","Tuvalu","FFA","FJ",288.314,64.134975,69.721817,126.890873
2015,"TV","Tuvalu","TV","Tuvalu","FFA","KR",363.497,93.764,200.81,230.27
2015,"TV","Tuvalu","TV","Tuvalu","FFA","TV",513.892,95.202339,180.197125,160.679609
2015,"TV","Tuvalu","TV","Tuvalu","FFA","VU",14.015,4.610001,2.844897,3.600369
2015,"TW","Taiwan","TW","Taiwan","Other","TW",2741.667,983,687,1620
2015,"VN","Vietnam","VN","Vietnam","Other","VN",22746.25,0,3100,15097
2015,"VU","Vanuatu","VU","Vanuatu","FFA","CN",3483.928,2299.422,111.69,567.975
2015,"VU","Vanuatu","VU","Vanuatu","FFA","FJ",360.453,264.698261,3.870768,38.093243
2015,"VU","Vanuatu","VU","Vanuatu","FFA","SB",4548.708,2868.486698,181.306298,1134.570596
2015,"VU","Vanuatu","VU","Vanuatu","FFA","TW",1,0.535,0.06,0.02
2015,"WS","Samoa","WS","Samoa","FFA","WS",1584.309,840,48,252
2016,"AS","American Samoa","AS","American Samoa","US Zones","US",2401.738,1511.13053,647.259946,557.152062
2016,"AU","Australia","AU","Australia","FFA","AU",5459.026,909.841466,820.301897,1722.484385
2016,"AU","Australia","AU","Australia","FFA","JP",3.017,0.524986,0.157991,0.084994
2016,"CK","Cook Islands","CK","Cook Islands","FFA","CK",2351,1267.41083,139.085455,272.483713
2016,"CK","Cook Islands","CK","Cook Islands","FFA","CN",1907.14,1541.663,192.303,396.988
2016,"CK","Cook Islands","CK","Cook Islands","FFA","FM",2322.375,1944.83606,251.688642,568.480232
2016,"CK","Cook Islands","CK","Cook Islands","FFA","KI",1.99,0.045349,0.311178,2.373406
2016,"CK","Cook Islands","CK","Cook Islands","FFA","TW",1,0.123,0.235,0.422
2016,"CK","Cook Islands","CK","Cook Islands","FFA","VU",9.522,3.206431,3.930606,2.224573
2016,"CN","China","CN","Other","Other","JP",3.693,1.101066,0.315003,1.774979
2016,"FJ","Fiji","FJ","Fiji","FFA","CN",1053.867,649.967,33.843,203.2
2016,"FJ","Fiji","FJ","Fiji","FFA","FJ",11734.904,4767.534906,474.271665,2622.438747
2016,"FJ","Fiji","FJ","Fiji","FFA","KR",3.86,1.542,0.999,1.201
2016,"FJ","Fiji","FJ","Fiji","FFA","TV",1,0.249095,0.04936,0.598877
2016,"FJ","Fiji","FJ","Fiji","FFA","TW",1,0.156,0,0.162
2016,"FM","FSM","FM","FSM","FFA","CK",48,0.629483,11.207257,9.184405
2016,"FM","FSM","FM","FSM","FFA","CN",329.333,5.309,91.084,114.529
2016,"FM","FSM","FM","FSM","FFA","FM",1474.788,25.135044,532.875524,435.651779
2016,"FM","FSM","FM","FSM","FFA","JP",1815.004,3.641001,574.78001,504.381007
2016,"FM","FSM","FM","FSM","FFA","MH",1.31,0,0.533176,0.056407
2016,"FM","FSM","FM","FSM","FFA","PW",1,0,0,0
2016,"FM","FSM","FM","FSM","FFA","TW",7,0.657,1.354,1.068
2016,"H4","HS4","HS","High Seas","High Seas","CK",6,1.996663,1.69092,2.149718
2016,"H4","HS4","HS","High Seas","High Seas","CN",457.075,124.893,89.434,120.853
2016,"H4","HS4","HS","High Seas","High Seas","FJ",240.85,26.508153,71.768583,76.693524
2016,"H4","HS4","HS","High Seas","High Seas","KI",31.995,3.776953,8.609308,6.510365
2016,"H4","HS4","HS","High Seas","High Seas","KR",676.464,115.659,426.131,309.415
2016,"H4","HS4","HS","High Seas","High Seas","SB",78.565,7.250238,20.404593,23.398881
2016,"H4","HS4","HS","High Seas","High Seas","TV",18,0.928625,5.774049,4.758343
2016,"H4","HS4","HS","High Seas","High Seas","TW",4,0.241,1.108,1.659
2016,"H4","HS4","HS","High Seas","High Seas","VU",111.23,27.299869,32.910876,36.691693
2016,"H5","HS5","HS","High Seas","High Seas","CK",31,4.236351,5.186546,4.477678
2016,"H5","HS5","HS","High Seas","High Seas","CN",1884.187,430.475,444.639,366.903
2016,"H5","HS5","HS","High Seas","High Seas","FJ",187.252,39.119632,49.825292,39.77455
2016,"H5","HS5","HS","High Seas","High Seas","FM",105.79,10.065646,25.903029,25.531356
2016,"H5","HS5","HS","High Seas","High Seas","KI",60.194,1.309879,16.108741,11.099298
2016,"H5","HS5","HS","High Seas","High Seas","KR",735.329,68.219,462.834,261.761
2016,"H5","HS5","HS","High Seas","High Seas","SB",48.14,8.736574,9.36354,8.426408
2016,"H5","HS5","HS","High Seas","High Seas","TW",1211,476.738,553.097,407.619
2016,"H5","HS5","HS","High Seas","High Seas","US",17.782,0,7.439585,0.953515
2016,"H5","HS5","HS","High Seas","High Seas","VU",1599.321,66.498785,636.099063,330.098445
2016,"H5","HS5","HS","High Seas","High Seas","WS",51,4.807351,4.993267,6.335846
2016,"HW","Hawaii","US","US Zones","US Zones","JP",1.685,0.266002,0.35197,0.381994
2016,"HW","Hawaii","US","US Zones","US Zones","US",7274.955,29.557158,2810.993177,381.238455
2016,"I1","Int1","HS","High Seas","High Seas","CN",9.98,0,1.643,1.553
2016,"I1","Int1","HS","High Seas","High Seas","JP",571.971,1.485313,299.909591,146.423004
2016,"I1","Int1","HS","High Seas","High Seas","TW",11972.993,30.459,1225.690476,4443.027671
2016,"I2","Int2","HS","High Seas","High Seas","CK",6,0.185496,0.961339,0.120771
2016,"I2","Int2","HS","High Seas","High Seas","CN",1377.213,273.784,225.054,333.908
2016,"I2","Int2","HS","High Seas","High Seas","FJ",296.606,38.187237,50.178662,73.516494
2016,"I2","Int2","HS","High Seas","High Seas","FM",219.233,9.247001,49.864379,60.368653
2016,"I2","Int2","HS","High Seas","High Seas","JP",152.753,1.150825,40.33458,198.786932
2016,"I2","Int2","HS","High Seas","High Seas","KI",60.301,2.083105,18.181198,3.01423
2016,"I2","Int2","HS","High Seas","High Seas","KR",1588.387,185.799,505.271,995.248
2016,"I2","Int2","HS","High Seas","High Seas","SB",171.622,7.35557,22.053216,134.205783
2016,"I2","Int2","HS","High Seas","High Seas","TW",435,4512.762,132.485,103.113
2016,"I2","Int2","HS","High Seas","High Seas","VU",31.668,5.238305,10.024125,17.022298
2016,"I3","Int3","HS","High Seas","High Seas","CN",20.958,0.05,8.6,3.45
2016,"I3","Int3","HS","High Seas","High Seas","FM",32.405,0,15.623812,3.39188
2016,"I3","Int3","HS","High Seas","High Seas","JP",4371.65,2686.644206,488.160027,984.251235
2016,"I3","Int3","HS","High Seas","High Seas","KR",84.92,0.293,65.802,4.892
2016,"I3","Int3","HS","High Seas","High Seas","MH",5.31,0,0.933065,0.465382
2016,"I3","Int3","HS","High Seas","High Seas","TW",5110.283,5.861,518.07849,1896.86143
2016,"I3","Int3","HS","High Seas","High Seas","VU",2.21,1.515051,0,0.182735
2016,"I4","Int4","HS","High Seas","High Seas","CK",18,0.014599,5.163956,1.876527
2016,"I4","Int4","HS","High Seas","High Seas","CN",860.259,0,1913.559,379.9685
2016,"I4","Int4","HS","High Seas","High Seas","FJ",257.275,0.503944,126.497605,54.307362
2016,"I4","Int4","HS","High Seas","High Seas","FM",37.432,0.358268,5.996653,3.757169
2016,"I4","Int4","HS","High Seas","High Seas","JP",889.531,21.337524,723.298409,94.844222
2016,"I4","Int4","HS","High Seas","High Seas","KI",140.227,0.451238,51.533441,35.875613
2016,"I4","Int4","HS","High Seas","High Seas","KR",3709.476,93.885,2389.212445,901.452
2016,"I4","Int4","HS","High Seas","High Seas","MH",25.301,0.085886,3.558968,2.157674
2016,"I4","Int4","HS","High Seas","High Seas","PG",0.985,0.125662,0.203838,0.219558
2016,"I4","Int4","HS","High Seas","High Seas","TV",27,0,13.878844,3.748666
2016,"I4","Int4","HS","High Seas","High Seas","TW",5008.942,7.232,1396.277047,1128.518
2016,"I4","Int4","HS","High Seas","High Seas","US",124.76,6.521253,76.918116,5.054087
2016,"I4","Int4","HS","High Seas","High Seas","VU",680.915,2.834016,413.747488,28.707112
2016,"I5","Int5","HS","High Seas","High Seas","CK",8,0.042944,3.156774,1.854871
2016,"I5","Int5","HS","High Seas","High Seas","CN",2457.027,0,1913.559,379.9685
2016,"I5","Int5","HS","High Seas","High Seas","FJ",46.258,5.841716,9.802893,10.868383
2016,"I5","Int5","HS","High Seas","High Seas","JP",997.235,9.754623,826.964931,87.130378
2016,"I5","Int5","HS","High Seas","High Seas","KI",11.059,0,5.406233,0.317828
2016,"I5","Int5","HS","High Seas","High Seas","KR",3709.476,93.885,2389.212445,901.452
2016,"I5","Int5","HS","High Seas","High Seas","PF",2.135,0.793689,0.329783,0.200434
2016,"I5","Int5","HS","High Seas","High Seas","PG",8.603,0,1.894575,1.633108
2016,"I5","Int5","HS","High Seas","High Seas","TW",5296.942,92.007,1450.045047,1167.735
2016,"I5","Int5","HS","High Seas","High Seas","US",3927.811,138.212175,1314.002681,402.882259
2016,"I5","Int5","HS","High Seas","High Seas","VU",1849.38,42.367909,834.438551,239.906137
2016,"I6","Int6","HS","High Seas","High Seas","CN",12,5.85,4.039,0.501
2016,"I6","Int6","HS","High Seas","High Seas","JP",34950.473,12213.850661,6489.647441,3481.239596
2016,"I6","Int6","HS","High Seas","High Seas","PG",100,31.851125,71.671321,10.094703
2016,"I6","Int6","HS","High Seas","High Seas","TW",2402.398,3156.8416,389.036,1035.644
2016,"I6","Int6","HS","High Seas","High Seas","US",5330.882,33.709414,1331.386326,288.632674
2016,"I6","Int6","HS","High Seas","High Seas","VU",1079.053,1346.277143,391.113807,106.760397
2016,"I7","Int7","HS","High Seas","High Seas","AU",56.009,6.158534,4.698103,11.515615
2016,"I7","Int7","HS","High Seas","High Seas","CN",1679,1243.023162,0,0
2016,"I7","Int7","HS","High Seas","High Seas","ES",491,2,53,28
2016,"I7","Int7","HS","High Seas","High Seas","FJ",836.474,685.920486,49.351839,49.74208
2016,"I7","Int7","HS","High Seas","High Seas","JP",1638.603,568.261868,119.963001,87.16961
2016,"I7","Int7","HS","High Seas","High Seas","KI",7,4.324188,0.791431,1.829591
2016,"I7","Int7","HS","High Seas","High Seas","NC",3.243,2.093954,0,0.070488
2016,"I7","Int7","HS","High Seas","High Seas","NZ",1,0,0,0
2016,"I7","Int7","HS","High Seas","High Seas","PF",1.042,0.677651,0.044269,0.0593
2016,"I7","Int7","HS","High Seas","High Seas","PG",63,33.293846,3.213935,2.745696
2016,"I7","Int7","HS","High Seas","High Seas","PT",67,0,10,6
2016,"I7","Int7","HS","High Seas","High Seas","TW",2340.512,3500.1184,36.439,22.574
2016,"I7","Int7","HS","High Seas","High Seas","US",13.72,5.86947,3.300469,2.894423
2016,"I7","Int7","HS","High Seas","High Seas","VU",1148.261,2455.98659,87.511583,35.358627
2016,"I8","Int8","HS","High Seas","High Seas","CN",1701.556,999.059,44.983,271.386
2016,"I8","Int8","HS","High Seas","High Seas","FJ",518.113,289.287902,10.677739,69.235764
2016,"I8","Int8","HS","High Seas","High Seas","FM",6.987,1.021085,0.036127,0.173943
2016,"I8","Int8","HS","High Seas","High Seas","KI",4.848,1.390755,0.015557,8.04895
2016,"I8","Int8","HS","High Seas","High Seas","SB",209.213,120.473609,8.847698,65.650455
2016,"I8","Int8","HS","High Seas","High Seas","TW",7,4.804,0.796,1.315
2016,"I9","Int9","HS","High Seas","High Seas","CN",53.891,49.673,2.937,9.538
2016,"I9","Int9","HS","High Seas","High Seas","FM",0.983,0,0,0
2016,"I9","Int9","HS","High Seas","High Seas","TW",40,6.642,6.33,10.583
2016,"ID","Indonesia","HS","Indonesia","Other","ID",24516.25,0,4954,14659
2016,"ID","Indonesia","HS","Indonesia","Other","JP",2,0,0.415002,1.203025
2016,"ID","Indonesia","HS","Indonesia","Other","TW",9,0,1.612,1.813
2016,"JP","Japan","JP","Other","Other","JP",3299.68,629.502013,1491.768029,1415.543017
2016,"JT","Johnston","US","US Zones","US Zones","US",30.793,0,0,11.149256
2016,"KI","Kiribati","KI","Kiribati","FFA","CN",6443.959,3023.656,2162.441,976.951
2016,"KI","Kiribati","KI","Kiribati","FFA","FJ",500.055,142.604935,140.819993,122.663993
2016,"KI","Kiribati","KI","Kiribati","FFA","FM",22.17,1.113608,7.342189,3.030244
2016,"KI","Kiribati","KI","Kiribati","FFA","JP",30.166,0.212989,7.432009,8.193024
2016,"KI","Kiribati","KI","Kiribati","FFA","KI",1613.702,405.737303,481.981156,465.104449
2016,"KI","Kiribati","KI","Kiribati","FFA","KR",6549.442,415.863,3934,3159.397
2016,"KI","Kiribati","KI","Kiribati","FFA","TW",1869,667.867,531.229,246.49
2016,"KI","Kiribati","KI","Kiribati","FFA","VU",1473.429,95.493296,735.368112,296.502769
2016,"MH","Marshall Islands","MH","Marshall Islands","FFA","CN",1603.754,22.85,459.962,324.386
2016,"MH","Marshall Islands","MH","Marshall Islands","FFA","FM",3401.001,48.223356,979.669525,670.61428
2016,"MH","Marshall Islands","MH","Marshall Islands","FFA","JP",123.682,2.711021,92.589003,94.199993
2016,"MH","Marshall Islands","MH","Marshall Islands","FFA","MH",2736.443,24.914114,694.974791,575.320537
2016,"MH","Marshall Islands","MH","Marshall Islands","FFA","TW",1,0.279,0.107,0
2016,"NC","New Caledonia","MA","New Caledonia","French","FJ",1.128,0.838009,0.034314,0.114845
2016,"NC","New Caledonia","NC","New Caledonia","French","NC",2592.547,1744.906046,74,481.929512
2016,"NR","Nauru","NR","Nauru","FFA","JP",15.083,0.051982,7.635014,9.078022
2016,"NU","Niue","NU","Niue","FFA","FJ",118.576,87.764946,4.25417,12.835845
2016,"NZ","New Zealand","NZ","New Zealand","FFA","NZ",2763.239,233,177,55
2016,"PF","French Polynesia","PF","French Polynesia","French","PF",9751.148,3275.52866,562.625954,967.740266
2016,"PG","PNG","PG","PNG","FFA","CN",304.384,101.066,28.269,127.364
2016,"PG","PNG","PG","PNG","FFA","JP",2925.123,998.075006,488.977983,3156.28701
2016,"PG","PNG","PG","PNG","FFA","PG",1360.807,14.729367,9.016332,713.306937
2016,"PG","PNG","PG","PNG","FFA","TW",320,72.825,251.301,211.615
2016,"PH","Philippines","PH","Philippines","Other","TW",791.167,0,257.467,689.615
2016,"PW","Palau","PW","Palau","FFA","CN",115.766,0,24.993,14.728
2016,"PW","Palau","PW","Palau","FFA","JP",1203.634,11.128981,573.58901,411.42799
2016,"PW","Palau","PW","Palau","FFA","PW",38,0,0,0
2016,"PW","Palau","PW","Palau","FFA","TW",3748,0.16,805.581,976.402
2016,"PW","Palau","PW","Palau","FFA","VU",90.906,0,8.90686,5.170601
2016,"PY","Palmyra","US","US Zones","US Zones","US",42.149,0,24.699699,4.043269
2016,"SB","Solomon Islands","SB","Solomon Islands","FFA","CN",2873.185,1512.812,180.874,758.7
2016,"SB","Solomon Islands","SB","Solomon Islands","FFA","FJ",1331.344,563.295992,104.595482,394.960015
2016,"SB","Solomon Islands","SB","Solomon Islands","FFA","JP",28.155,0.138021,2.989985,32.286002
2016,"SB","Solomon Islands","SB","Solomon Islands","FFA","KI",1.005,0,0.518634,0.041279
2016,"SB","Solomon Islands","SB","Solomon Islands","FFA","KR",27.985,1.511,6.269,21.417
2016,"SB","Solomon Islands","SB","Solomon Islands","FFA","SB",2289.049,531.98883,219.948246,1306.841052
2016,"SB","Solomon Islands","SB","Solomon Islands","FFA","TW",6277,1159.471,1117.1,3124.504
2016,"SB","Solomon Islands","SB","Solomon Islands","FFA","VU",8.45,0.213766,2.790146,13.604103
2016,"TK","Tokelau","TK","Tokelau","FFA","CK",147,78.483647,16.547753,22.852318
2016,"TK","Tokelau","TK","Tokelau","FFA","CN",15.968,5.221,2.189,5.883
2016,"TK","Tokelau","TK","Tokelau","FFA","KI",166.759,90.881225,19.543127,75.784991
2016,"TK","Tokelau","TK","Tokelau","FFA","TW",508,267.181,54.544,103.032
2016,"TK","Tokelau","TK","Tokelau","FFA","VU",3252.364,1885.715114,350.741077,625.971647
2016,"TK","Tokelau","TK","Tokelau","FFA","WS",312,119.343923,17.225666,26.999349
2016,"TO","Tonga","TO","Tonga","FFA","CN",3.992,1.131,0.015,0.135
2016,"TO","Tonga","TO","Tonga","FFA","FJ",3.506,1.285353,0,0.808948
2016,"TO","Tonga","TO","Tonga","FFA","TO",745.385,42,27,325
2016,"TO","Tonga","TO","Tonga","FFA","TW",1348,1060.54,114.563,521.054
2016,"TV","Tuvalu","TV","Tuvalu","FFA","CN",616.752,270.975,77.402,401.906
2016,"TV","Tuvalu","TV","Tuvalu","FFA","FJ",1797.516,674.645427,286.815878,1109.239169
2016,"TV","Tuvalu","TV","Tuvalu","FFA","KR",2149.051,504.344,838.269,1497.765
2016,"TV","Tuvalu","TV","Tuvalu","FFA","TV",395,50.822281,83.297747,114.894115
2016,"TV","Tuvalu","TV","Tuvalu","FFA","VU",7.34,0.353725,1.417741,1.798882
2016,"TW","Taiwan","TW","Taiwan","Other","TW",2391.667,505.5,643.5,1721
2016,"VN","Vietnam","VN","Vietnam","Other","VN",21922.5,0,1115,16423
2016,"VU","Vanuatu","VU","Vanuatu","FFA","CN",7593.631,5913.543,293.178,1366.201
2016,"VU","Vanuatu","VU","Vanuatu","FFA","FJ",722.191,581.661441,17.105886,63.80028
2016,"VU","Vanuatu","VU","Vanuatu","FFA","SB",1648.645,1032.195179,103.382711,591.477421
2016,"VU","Vanuatu","VU","Vanuatu","FFA","TW",2,0.535,0.025,0.174
2016,"WS","Samoa","WS","Samoa","FFA","WS",1847,822.848726,39.781067,210.664805
2017,"AS","American Samoa","AS","American Samoa","US Zones","US",3321.323,1511.319872,1384.741332,870.746757
2017,"AU","Australia","AU","Australia","FFA","AU",5722.571,830.31681,416.351191,1658.991188
2017,"CK","Cook Islands","CK","Cook Islands","FFA","CK",3832.674,2370.000745,210.824829,542.262318
2017,"CK","Cook Islands","CK","Cook Islands","FFA","CN",924.374,686.764,54.836,211.513
2017,"CK","Cook Islands","CK","Cook Islands","FFA","FM",589.781,247.752,13.905,78.391
2017,"CK","Cook Islands","CK","Cook Islands","FFA","TW",16.474,5.880228,2.633627,3.977525
2017,"CK","Cook Islands","CK","Cook Islands","FFA","VU",1.477,0,0.300149,0
2017,"CN","China","CN","Other","Other","CN",2,2.39,0.32,0
2017,"CN","China","CN","Other","Other","JP",10.064,0.435935,0.257015,1.904997
2017,"FJ","Fiji","FJ","Fiji","FFA","CN",288.93,214.483,18.454,82.424
2017,"FJ","Fiji","FJ","Fiji","FFA","FJ",11452.898,6416.128511,597.265107,3295.201528
2017,"FJ","Fiji","FJ","Fiji","FFA","TW",2.331,0.014739,0.020317,0.029054
2017,"FJ","Fiji","FJ","Fiji","FFA","VU",1.298,1.11108,0,0
2017,"FM","FSM","FM","FSM","FFA","CK",179.849,5.248617,68.16944,42.442763
2017,"FM","FSM","FM","FSM","FFA","CN",858.708,33.869,282.98,212.364
2017,"FM","FSM","FM","FSM","FFA","FM",2756.108,70.990743,1254.000521,651.231243
2017,"FM","FSM","FM","FSM","FFA","JP",1629.999,13.476009,1152.874008,445.895026
2017,"FM","FSM","FM","FSM","FFA","PW",2.039,0,0,0.05097
2017,"FM","FSM","FM","FSM","FFA","TW",42.133,3.961282,2.825895,6.33386
2017,"H4","HS4","HS","High Seas","High Seas","CN",691.008,87.984,126.107,200.804
2017,"H4","HS4","HS","High Seas","High Seas","FJ",142,1.319106,83.762795,26.566505
2017,"H4","HS4","HS","High Seas","High Seas","KI",3.907,0.227387,0.474678,0.166655
2017,"H4","HS4","HS","High Seas","High Seas","KR",476.704,14.287,386.689,202.931
2017,"H4","HS4","HS","High Seas","High Seas","SB",1.97,0,0,0
2017,"H4","HS4","HS","High Seas","High Seas","TV",49.056,0.637492,14.16485,7.320309
2017,"H4","HS4","HS","High Seas","High Seas","TW",843.394,119.062164,223.209835,456.337579
2017,"H4","HS4","HS","High Seas","High Seas","VU",27.837,1.616125,3.085897,2.547954
2017,"H4","HS4","HS","High Seas","High Seas","WS",101.305,6.731976,15.998897,16.710164
2017,"H5","HS5","HS","High Seas","High Seas","CK",2.576,2.444426,0.200903,0.589718
2017,"H5","HS5","HS","High Seas","High Seas","CN",794.053,44.031,159.591,122.362
2017,"H5","HS5","HS","High Seas","High Seas","FJ",2,0.103621,0.596913,0.062076
2017,"H5","HS5","HS","High Seas","High Seas","KI",173.848,1.757082,40.969833,13.503929
2017,"H5","HS5","HS","High Seas","High Seas","KR",381.363,2.651,281.478,146.768
2017,"H5","HS5","HS","High Seas","High Seas","TW",4005.954,942.592195,615.249082,1726.836199
2017,"H5","HS5","HS","High Seas","High Seas","US",54.871,0,13.852893,0.180253
2017,"H5","HS5","HS","High Seas","High Seas","VU",1019.945,9.715912,551.799809,133.848341
2017,"H5","HS5","HS","High Seas","High Seas","WS",20.611,0.725874,2.37807,1.921271
2017,"HW","Hawaii","US","US Zones","US Zones","US",6989.34,5.929242,1980.618957,760.474838
2017,"I1","Int1","HS","High Seas","High Seas","JP",24.813,0.048264,9.144935,5.299489
2017,"I1","Int1","HS","High Seas","High Seas","PW",95.791,8.649123,7.336983,44.321129
2017,"I1","Int1","HS","High Seas","High Seas","SB",34.482,0,0,0
2017,"I1","Int1","HS","High Seas","High Seas","TW",10655.243,146.325173,957.654,2999.725446
2017,"I2","Int2","HS","High Seas","High Seas","CN",1428.487,556.771,182.476,352.404
2017,"I2","Int2","HS","High Seas","High Seas","FJ",263.099,118.668425,25.449209,80.672782
2017,"I2","Int2","HS","High Seas","High Seas","FM",16.725,1.691447,3.716155,3.492265
2017,"I2","Int2","HS","High Seas","High Seas","JP",72.931,11.675672,5.941104,51.216831
2017,"I2","Int2","HS","High Seas","High Seas","KI",19.942,7.364968,2.272469,3.975049
2017,"I2","Int2","HS","High Seas","High Seas","KR",2404.704,506.959,1060.433,1862.254
2017,"I2","Int2","HS","High Seas","High Seas","SB",181.276,0,0,0
2017,"I2","Int2","HS","High Seas","High Seas","TV",58.64,29.372238,8.432659,18.488922
2017,"I2","Int2","HS","High Seas","High Seas","TW",4943.551,411.506446,607.963552,2338.006088
2017,"I2","Int2","HS","High Seas","High Seas","VU",1.335,0.336666,0.093332,0.013351
2017,"I3","Int3","HS","High Seas","High Seas","CN",125.27,6.193,30.622,39.167
2017,"I3","Int3","HS","High Seas","High Seas","FJ",3.112,1.166207,0.268756,0.481897
2017,"I3","Int3","HS","High Seas","High Seas","FM",128.067,169.077553,29.509797,73.779119
2017,"I3","Int3","HS","High Seas","High Seas","JP",4323.178,2707.167219,901.094273,1014.687747
2017,"I3","Int3","HS","High Seas","High Seas","KI",12.215,10.352002,0.720115,3.195028
2017,"I3","Int3","HS","High Seas","High Seas","KR",469.962,44.951,235.536,347.259
2017,"I3","Int3","HS","High Seas","High Seas","MH",34.777,0.343362,7.24595,2.266602
2017,"I3","Int3","HS","High Seas","High Seas","PW",1022.299,13.432018,60.355426,74.157038
2017,"I3","Int3","HS","High Seas","High Seas","TW",23689.42,611.454034,473.979535,2420.51698
2017,"I3","Int3","HS","High Seas","High Seas","VU",53.022,11.52237,18.616658,6.988089
2017,"I4","Int4","HS","High Seas","High Seas","CN",12694.224,0,2311.831465,1173.236457
2017,"I4","Int4","HS","High Seas","High Seas","FJ",174.39,22.929285,48.319891,34.901551
2017,"I4","Int4","HS","High Seas","High Seas","FM",44.128,0,14.347048,7.752616
2017,"I4","Int4","HS","High Seas","High Seas","JP",793.471,9.219195,111.013488,220.61016
2017,"I4","Int4","HS","High Seas","High Seas","KI",49.17,27.992182,5.79143,9.076249
2017,"I4","Int4","HS","High Seas","High Seas","KR",7171.74,114.795006,3663.7815,1444.24957
2017,"I4","Int4","HS","High Seas","High Seas","MH",38.207,0.06243,5.205749,2.07703
2017,"I4","Int4","HS","High Seas","High Seas","SB",3.941,0,0,0
2017,"I4","Int4","HS","High Seas","High Seas","TW",7322.446,72.107395,1808.894774,2123.742824
2017,"I4","Int4","HS","High Seas","High Seas","US",53.867,1.185849,26.259647,9.986428
2017,"I4","Int4","HS","High Seas","High Seas","VU",1444.736,32.412135,892.808902,109.979023
2017,"I5","Int5","HS","High Seas","High Seas","CK",162.789,107.784402,8.496946,4.402907
2017,"I5","Int5","HS","High Seas","High Seas","CN",12694.224,0,2311.831465,1173.236457
2017,"I5","Int5","HS","High Seas","High Seas","JP",582.112,11.545434,119.07104,200.012401
2017,"I5","Int5","HS","High Seas","High Seas","KI",24.746,7.09476,1.678809,4.365555
2017,"I5","Int5","HS","High Seas","High Seas","KR",5092.944,114.795006,3663.7815,1444.24957
2017,"I5","Int5","HS","High Seas","High Seas","TW",7583.512,1793.662564,1600.677793,1316.459808
2017,"I5","Int5","HS","High Seas","High Seas","US",2870.221,27.267439,752.419932,427.853423
2017,"I5","Int5","HS","High Seas","High Seas","VU",2121.616,53.255133,1183.523607,194.330041
2017,"I6","Int6","HS","High Seas","High Seas","CN",10,4.942,1.735,0.862
2017,"I6","Int6","HS","High Seas","High Seas","JP",32527.622,12872.058483,4800.535702,3509.293963
2017,"I6","Int6","HS","High Seas","High Seas","PG",125,61.527169,38.104699,35.85608
2017,"I6","Int6","HS","High Seas","High Seas","PW",91.309,0.559211,0.251117,1.131502
2017,"I6","Int6","HS","High Seas","High Seas","TW",13686.283,3996.372637,466.094974,1312.641666
2017,"I6","Int6","HS","High Seas","High Seas","US",5269.806,36.061105,1198.262359,537.183798
2017,"I6","Int6","HS","High Seas","High Seas","VU",2015.107,1831.558401,895.153078,516.121012
2017,"I7","Int7","HS","High Seas","High Seas","AU",37.867,0.68319,1.648809,7.008812
2017,"I7","Int7","HS","High Seas","High Seas","CN",2000.604,16424.125293,0,0
2017,"I7","Int7","HS","High Seas","High Seas","ES",648,2,21,7
2017,"I7","Int7","HS","High Seas","High Seas","FJ",725.031,976.73058,53.578193,44.408706
2017,"I7","Int7","HS","High Seas","High Seas","JP",1680.714,640.248833,33.359526,24.37745
2017,"I7","Int7","HS","High Seas","High Seas","KI",72.895,120.182707,1.371079,4.60518
2017,"I7","Int7","HS","High Seas","High Seas","NC",15.024,13.737043,0.106781,0.573221
2017,"I7","Int7","HS","High Seas","High Seas","NZ",3.015,0.065317,0,0
2017,"I7","Int7","HS","High Seas","High Seas","PG",105,138.714696,5.875581,8.138347
2017,"I7","Int7","HS","High Seas","High Seas","TO",8,0.652808,0.291995,0.646439
2017,"I7","Int7","HS","High Seas","High Seas","TW",3977.208,5113.718075,129.115353,239.432619
2017,"I7","Int7","HS","High Seas","High Seas","US",10.63,0.680128,1.739664,0.07299
2017,"I7","Int7","HS","High Seas","High Seas","VU",2347.985,3936.930056,217.182919,124.075343
2017,"I7","Int7","HS","High Seas","High Seas","WS",74.877,24.090426,0.727709,5.26005
2017,"I8","Int8","HS","High Seas","High Seas","CN",2063.931,1366.756,47.478,365.562
2017,"I8","Int8","HS","High Seas","High Seas","FJ",495.852,368.745233,12.755274,115.881571
2017,"I8","Int8","HS","High Seas","High Seas","KI",109.671,103.608581,1.184199,12.026723
2017,"I8","Int8","HS","High Seas","High Seas","SB",62.067,0,0,0
2017,"I8","Int8","HS","High Seas","High Seas","TV",31.834,22.074026,1.008174,1.847386
2017,"I8","Int8","HS","High Seas","High Seas","TW",82.256,50.472269,3.276301,29.634295
2017,"I8","Int8","HS","High Seas","High Seas","VU",128.345,69.732755,2.538865,10.810848
2017,"I9","Int9","HS","High Seas","High Seas","CN",6.061,1.475,0.07,0.609
2017,"I9","Int9","HS","High Seas","High Seas","TW",2023.778,1425.813065,74.774217,452.411604
2017,"I9","Int9","HS","High Seas","High Seas","WS",7.497,2.071766,0.117501,0
2017,"ID","Indonesia","HS","Indonesia","Other","ID",4465,0,1446,2126
